papers_name,papers_abstract,papers_year,papers_keywords,papers_type,papers_country,papers_cluster_number,papers_keywords_score
Structured Development of Digital Twins—A Cross-Domain Analysis towards a Unified Approach,"Digital Twins (DT) as digital representations are increasingly becoming operational design tools in a variety of contexts. Although a common understanding of the concept and the underlying development procedure would facilitate DT applications, only limited information has been published on the essential stages of development and fundamental development activities. This paper examines the extent to which an abstract, and thus generally applicable model for the development of Digital Twins can be identified. In order to come up with such a reference procedure, a structured analysis of published development experiences has been performed. Three major application domains, namely product lifecycle management, manufacturing, and predictive maintenance, could be detailed and cross-checked. For each of these domains, a contextual development model could be derived from empirically valid design and engineering practices. The data also allowed for the determination of which way each model corresponds to existing Digital Twin concepts. The use of a standard modeling notation enabled the integration of the domain-specific models into a single Digital Twin development model. As a result, developers are guided by domain-independent and -dependent development steps. Due to its generic structure, the model can serve for further domain explorations. © 2022 by the authors.",2022,digital twin process analysis process modeling reference modeling,academic,"Business Informatics-Communications Engineering, Business School, Johannes Kepler University, Linz, 4040, Austria",384,0.5
Digital twin-enabled machining process modeling,"Considering the new generation of information technology, the digitalization and intellectualization of the machining process have become the major core in intelligent manufacturing. The complex and diverse requirements, as well as the processing sites force the machining sequence to move towards cyber-physical integration. This paper presents a multidimensional modeling approach for machining processes, by introducing Digital Twin (DT) technology. The method is oriented towards the design and execution phases of the machining process and is used to support intelligent machining. The working mechanism of modeling, simulation, prediction and control of machining process is described based on the interpretation of the modeling and application methods of machining process design, inspection process, fault diagnosis and quality prediction, as based on digital twin technology. Finally, key components of diesel engines are targeted as test objects, demonstrating increased material removal rate by 5.1%, reduced deformation by 22.98% and 30.13%, respectively, verifying the effectiveness of the applied framework and the proposed method. © 2022",2022,Design Machining Machining centers Cyber physicals Design phase Execution phasis Intelligent Manufacturing Machining Process Machining process modeling Machining sequences Modeling approach Multi-dimensional model Process-models Process designDigital twin Machining process Process design Process model,academic,"School of Mechanical Engineering, Jiangsu University of Science and Technology, Zhenjiang, 212003, China; School of Mechanical Engineering, Southeast University, Nanjing, 211198, China",384,0.3333333333333333
Research on Digital Twin Modeling Method of Electrical Equipment Spraying Production Line Based on Kalman Filter,"Digital twins can promote the upgrade of enterprise products through predictive analysis of production lines, operation optimization and intelligent regulation. Based on an improved adaptive filter algorithm, this paper introduces filter convergence criteria on the basis of Sage-Husa filter, which can suppress filter divergence, improve filter accuracy and stability, and propose a digital twin modeling of electrical equipment spraying production line Methods, a unified logical structure of the intelligent spraying production line is constructed, and its twin model is uniformly described, and the digital expression of the physical production line, the acquisition of characteristic data, and the fusion processing analysis are realized. Finally, the application scenarios and actual cases of the digital twin model of the intelligent production line are analyzed, which provides a solution for the realization of the digital twin of the enterprise production line. © 2022 Int. J. Mech. Eng. Rob. Res",2022,Digital twin Model architecture Production process Sage husa algorithm Twin model,academic,"College of Electric and Information Engineering, Tongji University, Shanghai, China",384,0.45454545454545453
Data mining in process engineering as a key enabler of intelligent digital twins for data-driven optimization of process management; [Data Mining in der Prozesstechnik als Key-Enabler intelligenter Digitaler Zwillinge für eine datengetriebene Optimierung der Prozessführung],"This paper shows how similarities between process variables can be described by data mining on historical process data. As an application example Dynamic Crossflow Filtration (DCF) is considered, which is used to clarify wine or to produce protein powder from protein-con-taining suspensions. Characteristically, the filtration processes in these plants consist of indi-vidual production phases (batch processes) between which cleaning programs of the plant and the filter run. The cost of extensive cleaning must be weighed against the benefit of sub-sequent separation phases to optimize plant downtime, product quality and resource utiliza-tion. The presented data mining approach can be used to identify dependencies in coupled, sequential batch and cleaning processes. © 2022, VDI Verlag GMBH. All rights reserved.",2022,Batch data processing Cleaning Filtration Proteins Application examples Batch process Crossflow filtrations Data-driven optimization Historical process In-process Process data Process management Process Variables Protein powders Data mining,academic,"Lehrstuhl für Automatisierung und Informationssysteme, Technische Universität München, Germany; Andritz Separation GmbH, Vierkirchen, Germany",384,0.25925925925925924
A Novel Embedding Model Based on a Transition System for Building Industry-Collaborative Digital Twin,"Recently, the production environment has been rapidly changing, and accordingly, correct mid term and short term decision-making for production is considered more important. Reliable indicators are required for correct decision-making, and the manufacturing cycle time plays an important role in manufacturing. A method using digital twin technology is being studied to implement accurate prediction, and an approach utilizing process discovery was recently proposed. This paper proposes a digital twin discovery framework using process transition technology. The generated digital twin will unearth its characteristics in the event log. The proposed method was applied to actual manufacturing data, and the experimental results demonstrate that the proposed method is effective at discovering digital twins. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",2022,Digital twin GRU Manufacturing process Process mining Process prediction,academic,"Department of Smart Factory Convergence, Sungkyunkwan University, 2066 Seobu-ro, Jangan-gu, Suwon, 16419, South Korea; Department of Systems Management Engineering, Sungkyunkwan University, 2066 Seobu-ro, Jangan-gu, Suwon, 16419, South Korea",384,0.5555555555555556
Realizing A Digital Twin of An Organization Using Action-oriented Process Mining,"A Digital Twin of an Organization (DTO) is a mirrored representation of an organization, aiming to improve the business process of the organization by providing a transparent view over the process and automating management actions to deal with existing and potential risks. Unlike wide applications of digital twins to product design and predictive maintenance, no concrete realizations of DTOs for business process improvement have been studied. In this work, we aim to realize DTOs using action-oriented process mining, a collection of techniques to evaluate violations of constraints and produce the required actions. To this end, we suggest a digital twin interface model as a transparent representation of an organization describing the current state of business processes and possible configurations in underlying information systems. By interacting with the representation, process analysts can elicit constraints and actions that will be continuously monitored and triggered by an action engine to improve business processes. We have implemented a web service to support it and evaluated the feasibility of the proposed approach by conducting a case study using an artificial information system supporting an order handling process.  © 2021 IEEE.",2021,Information systems Information use Interface states Process engineering Product design Web services Action pattern Action-oriented Action-oriented process mining Business Process Hybrid intelligence Oriented process Potential risks Predictive maintenance Process Improvement Process mining Data miningAction Patterns Action-Oriented Process Mining Digital Twin Hybrid Intelligence Process Improvement,academic,"RWTH Aachen University, Process and Data Science Group (PADS), Department of Computer Science, Aachen, Germany",384,0.2727272727272727
A Data-driven Digital Twin of CNC Machining Processes for Predicting Surface Roughness,"Digital Twin of a CNC machining process can enhance process optimisation at process planning stage and machining stage. Quality of a machined product depends upon machining accuracy and surface at the end of the machining stage. In this paper, a Digital Twin framework for CNC machining processes is proposed that allows simulation, prediction, and optimisation of key performance indicators (surface finish in this instance) during process planning stage and machining stage with historical and real-time machining data, respectively. This paper describes the development of data-driven models for surface roughness prediction at process planning stage and machining stage of a milling process. These models constitute the digital twin. Three different data driven models are evaluated for building the surface roughness prediction models. © 2021 Elsevier B.V.. All rights reserved.",2021,Benchmarking Forecasting Machining centers Optimization Process planning Surface roughness CNC machining Computeraided process planning(CAPP) Data driven Data-driven model Machining Process Machining surfaces Planning stages Process optimisation Quality Roughness predictions Milling (machining)CNC machining Computer-aided process planning Data-driven modelling Digital Twin Quality,academic,"Indian Institute of Science, Bengaluru, 560012, India; Hindustan Aeronautics Limited, Bengaluru, 560017, India",384,0.2
The modeling method of digital twin models for machining parts,"This paper introduces digital twin models for machining parts based on key features and gives the modeling method. In this paper we propose three layers structure of the digital twin model, including geometric layer, data layer and document layer, in order to make machining process optimization and quality prediction. The digital twin model realizes the expression of physical parts in digital space and the information correlation with theoretical processing features. Besides, this paper also analyzes the potential application scenarios and development trends of digital twin models of machined parts. © 2020 Institute of Physics Publishing. All rights reserved.",2020,Digital twin model Key features Machining Processing quality,academic,"China Aviation Manufacturing Technology Research Institute, Beijing, China; School of Electromechanical, Northwestern Polytechnical University University, Xian, China",384,0.25
The development of a digital twin for machining processes for the application in aerospace industry,"This paper describes a method for creating a digital twin based on planning and process data for machining processes by using the example of components in the aerospace industry. This development is based on an information model that combines the properties and relationships of relevant information and data involved in the manufacturing process. This system integrates mathematical (technical-technological) models and algorithms for the determination of process parameters as well as planning-relevant information from the machining process. The technology of the digital twin makes it possible to recognize problems directly in the machining process, e.g. deviations from the planning specifications and to derive targeted measures for quality assurance and optimization of the machining process. © 2020 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) Peer-review under responsibility of the scientific committee of the 53rd CIRP Conference on Manufacturing Systems",2020,Aerospace applications Aerospace industry Digital twin Machining centers Quality assurance Information Modeling Machining Process Manufacturing process Models and algorithms Process data Process parameters MachiningAerospace Digital twin Information model Machining process Process data,academic,"Institute of Manufacturing Technology, Technische Universität Dresden, Dresden, 01062, Germany; Institute of Mechatronic Engineering, Technische Universität Dresden, Dresden, 01062, Germany; Institute of Automation Technology, Helmut Schmidt University, Hamburg, 22043, Germany; Fraunhofer Institute for Machine Tools and Forming Technology IWU, Dresden, 01187, Germany",384,0.3125
Towards a digital twin for thermal processes: Control-centric approach,"Manufacturing processes modelling can be complicated, since processes are in their majority spatially distributed systems. The case of thermal processes such as laser processes is also in this category. Furthermore, specific issues that increase this complexity can be non-linearities (in particular phase change). Herein, under the framework of creating a control-centric digital twin for thermal (Laser-based) Processes being able to adapt through measurements and respond to what-if scenarios, switched dynamic systems are considered. Thus, the Processes are much easier to be controlled through optimal / adaptive / robust controllers. Various modelling issues are discussed and it is shown that dynamics depend highly on the operation phase. Furthermore, closed-loop systems efficiency is studied regarding time-related criteria pertaining to tracking. Finally, the possibility of automated decision making on controllers' use is discussed. © 2019 The Authors. Published by Elsevier B.V.",2020,Closed loop systems Controllers Data streams Decision making Digital twin Models Automated decision making Laser process Manufacturing process Operation phase Phase Change Spatially-distributed system Thermal process What-if scenarios Process controlDigital Twin Manufacturing Process Modelling Process Control,academic,"Laboratory for Manufacturing Systems and Automation, Department of Mechanical Engineering and Aeronautics, University of Patras, Patras, 26504, Greece",384,0.2777777777777778
Digital Twin for Supply Chain Master Planning in Zero-Defect Manufacturing,"Recently, many novel paradigms, concepts and technologies, which lay the foundation for the new revolution in manufacturing environments, have emerged and make it faster to address critical decisions today in supply chain 4.0 (SC4.0), with flexibility, resilience, sustainability and quality criteria. The current power of computational resources enables intelligent optimisation algorithms to process manufacturing data in such a way, that simulating supply chain (SC) planning performance in real time is now possible, which allows relevant information to be acquired so that SC nodes are digitally interconnected. This paper proposes a conceptual framework based on a digital twin (DT) to model, optimise and prescribe a SC’s master production schedule (MPS) in a zero-defect environment. The proposed production technologies focus on the scientific development and resolution of new models and optimisation algorithms for the MPS problem in SC4.0. © 2021, IFIP International Federation for Information Processing.",2021,Digital twin Manufacture Optimization Production control Sustainable development Computational resources Conceptual frameworks Manufacturing environments Master production schedule Process manufacturing Production technology Quality criteria Scientific development Supply chainsConceptual framework Digital twin Master production schedule Reinforcement learning Supply chain 4.0 Zero-defect manufacturing,academic,"Research Centre on Production Management and Engineering (CIGIP), Universitat Politècnica de València, C/ Alarcon 1, Alcoy, Alicante, 03801, Spain",394,0.3
Digital twin for extraction process design and operation,"Traditional extraction processes of natural product are widespread, especially in regulated industries. Possibilities of extraction development and manufacturing optimization in regulated industries is limited. Regulatory approvals are often based on traditional preparations of phyto-pharmaceuticals. The dependence on traditional processes can result in sub-optimal extraction parameters causing unnecessary costs and product variability. Innovative methods like Quality-by-Design (QbD), including process analytical technology (PAT), open opportunities for manufacturers to cope with regulatory demanded, narrow batch-to-batch variability. In addition, such validated process models represent perfect digital twins which could be utilized for advanced process control and life cycle analysis. © 2020 by the authors.",2020,Digital twin Green extraction Natural products Phytochemicals Process modeling,academic,"Institute for Separation and Process Technology, Clausthal University of Technology, Clausthal-Zellerfeld, 38678, Germany; Schaper and Brümmer GmbH and Co. KG, Salzgitter, 38259, Germany",394,0.3333333333333333
New paradigm of green manufacturing for product life cycle based on digital twin; [基于数字孪生的产品生命周期绿色制造新模式],"With the increasing enhancement of people's consciousness of sustainable development, the traditional manufacturing industry is deeply remolding and transforming into green, intelligent and service-oriented. Manufacturing enterprises had successively applied various advanced information technology (cloud computing, CPS, IoT, simulation modeling) to solve various problems in sustainable manufacturing. With the integration of physical world and virtual world centered on green features, a new paradigm of digital twin driven green manufacturing was proposed, and a five-dimensional digital twin model with green features was established to reconstruct the relationship between physical entities, virtual twins, data, interactive interfaces, services and the green characteristics of elements in green manufacturing process. Then, the application of green material selection, green disassembly, green recycling, green remanufacturing and reverse supply chain under the five-dimensional digital twin model were analyzed. The energy consumption management platform of product life cycle based on energy consumption feature extraction was validated. © 2019, Editorial Department of CIMS. All right reserved.",2019,Energy utilization Manufacture Supply chains Virtual reality Digital twin Green manufacturing Green manufacturing process Manufacturing enterprise Manufacturing industries Product life cycles Sustainable manufacturing Traditional manufacturing Life cycleDigital twin Five-dimensional digital twin model Green manufacturing Manufacturing industry Product life cycle,academic,"School of Machinery and Automation, Wuhan University of Science and Technology, Wuhan, 430081, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, 100191, China",394,0.358974358974359
Digital twin driven green material optimal-selection towards sustainable manufacturing,"Green material optimal-selection in product design is a key issue for realizing sustainable manufacturing. In order to improve the accuracy and efficiency for green material optimal-selection in product, a new method driven by digital twin (DT) is proposed. In this method, an optimal evolvement model which is an evolving and high-fidelity digital twin of the physical product is first established. Then the collected cyber and physical data are fused. Based on the mode and fused data, the performance of green materials selection is simulated and evaluated. Finally, a case study on laptop design is given out to illustrate the proposed method. © 2019 The Authors. Published by Elsevier Ltd.",2019,Digital twin Product design Evolvement model Green materials High-fidelity Key Issues Optimal selection Physical data Physical products Sustainable manufacturing Green manufacturingDigital twin Green material optimal-selection Sustainable manufacturing,academic,"Key Laboratory of Metallurgical Equipment and Control Technology, Ministry of Education, Wuhan University of Science and Technology, Wuhan, 430081, China; Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, Wuhan University of Science and Technology, Wuhan, 430081, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, 100191, China",394,0.25925925925925924
Digital twin-driven multi-variable process control of thermal manufacturing processes,"Thermal manufacturing processes are complicated to the extent that they require sophisticated performance optimization. However, their implemented form often lacks advanced control strategies. This research proposes digital twins (DTs) that generalize the concept of process control towards multivariable performance optimization. To achieve this, data-driven models are used to describe the mathematical link between the process parameters and the performance indicators (KPIs), while they are all defined based on the spatiotemporal profile of the temperature field. The control strategy is then designed based on time and quality criteria, while the control enforcement is regarded in real-time manner, so that the DT concept is validated. The performance of the process models is examined through aggregation of modelling details from physics-based models from an LPBF process, including delays and dynamics. The current proposed framework seems to close the gap between the theoretical and data driven models with respect to process modelling and control efficiency. © 2022 The Authors. Published by Elsevier B.V.",2022,3D printers Advanced control strategy Data-driven methods Data-driven model Digital twin Manufacturing process Manufacturing process control Multi variables Performance optimizations Process parameters Thermal manufacturing process Process controlAdditive Manufacturing Data-driven method Digital Twin (DT) Manufacturing Process Control,academic,"Laboratory for Manufacturing Systems and Automation (LMS), Department of Mechanical Engineering and Aeronautics, University of Patras, Rio Patras, 26504, Greece",403,0.3333333333333333
A new framework and methodology for digital twin development,"Digital Twins can be defined as virtual copies of physical assets that interact in real time with their physical counterparts. It is rated as one of the most promising technologies in the Industry 4.0 context, but there are still many gaps to be filled for this technology to become effective and viable. This paper proposes a development methodology and a framework for the implementation of manufacturing process' digital twins. The concept of Unit Manufacturing Process, that is the smaller part of an industrial process that can perform a significant changing of the raw material, and the modularity it brings to build digital twins facilitate the digitalization of an entire manufacturing process. The methodology was created to surpass generalization and scalability problems and can be applied to discrete, continuous and batch processes. Two digital twins of manufacturing processes are being developed to serve as testbeds for the methodology. The digital twin concept can be a very supportive tool to enhance productivity. © 2021 IEEE",2021,Batch data processing Manufacture Batch process Development methodology Industrial processs Manufacturing process Physical assets Real time Scalability problems Supportive tools Digital twinDigital twin Digitalization Framework Industry 4.0 Manufacturing process,academic,"Federal University of Bahia (UFBA), Salvador, Brazil; Senai Cimatec University Center, Salvador, Brazil",403,0.27586206896551724
A digital twin study for immediate design / redesign of impellers and blades: Part 1: CAD modelling and tool path simulation,"This paper presents a digital twining study conducted for an immediate design / redesign and manufacturing of on impellers & blades. It is by accomplished by developing (i) CAD automation methods, based on the standard modelling procedures and (ii) Manufacturing automation based on the 3/3 + 1/3 + 2/5 axis milling process. Initially, the CAD model of impeller / blade is created by utilizing the dimensional parameters obtained through standard design calculations / data. It is then parametrized and converted to an automated model through simple dimensional rules and geometric algorithms developed for the purpose. After this stage, the CAD model is analyzed for manufacturing automation where the process planning data comprising cutting tools, process parameters and setups are selected. Here, the tool paths are generated for 3/3 + 1/3 + 2/5 axis milling considering a CNC Vertical Machining Center (VMC) to digitally twin milling process. Both the CAD modelling and manufacturing process plans including tool path generation are captured through journaling and customized / improved using the Application Programmable Interface's (API's) to suit the present scope. In this paper, the first part on CAD modelling and manufacturing simulation methodologies are discussed through validating the digital twining concept in a virtual environment. The work is developed with the focus to help industries moving towards Industry 4.0 and requiring a constant design improvement in their products. It is by emphasizing the importance of digital twinning concept where a concurrent verification of design and manufacturing process can be achieved. © 2021 Elsevier Ltd. All rights reserved.",2021,Application programming interfaces (API) Automation Computer aided design Cutting tools Machining centers Manufacture Milling (machining) Process planning Product design Virtual reality 5-axis milling Blade CAD automations CAD modeling CAD models Manufacturing Automation Manufacturing process Milling process Simulation Toolpaths ImpellersBlades CAD Automation Digital Twin Impellers Machining Process Planning Simulation,academic,"School of Engineering, Robert Gordon University, Garthdee House, Garthdee Road, Aberdeen, AB10 7QB, United Kingdom; Renault Nissan Technology and Business Center India Pvt Ltd, Phase 3, Mahindra World City, Tamil Nadu, Thirutheri R.F., 603209, India; State Bank of India, Hyderabad, 500010, India; (Previously) Indian Institute of Information Technology Design and Manufacturing, Kancheepuram, Tamil Nadu, Chennai, 603209, India",403,0.25
An approach to develop a digital twin for industry 4.0 systems: manufacturing automation case studies,"The new paradigm of digital manufacturing and the concept of Industry 4.0 has led to the integration of recent manufacturing advances with modern information and communication technologies. Therefore, digital simulation tools fused into production systems can improve time and cost-effectiveness and enable faster, more flexible, and more efficient processes to produce higher-quality goods. The advancement of digital simulation with sensory data may support the credibility of production systems and improve the efficiency of production planning and execution processes. In this paper, an approach is proposed to develop a Digital Twin of production systems in order to optimize the planning and commissioning process. The proposed virtual cell interacts with the physical system with the help of different Digital Manufacturing Tools (DMT), which allows for the testing of various programs in a different scenario to check for any shortcomings before it is implemented on the physical system. Case studies from the different production systems are demonstrated to realize the feasibility of the proposed approach. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",2021,Cost effectiveness Digital twin Production control Commissioning process Digital manufacturing Digital simulation Efficient process Information and Communication Technologies Manufacturing Automation Production Planning Production system Industry 4.0Automated Production Systems Digital Manufacturing Digital Twin Industry 4.0 Simulation,academic,"Department of Robotics and Mechatronics Engineering, Kennesaw State University, Marietta, United States; Tallinn University of Technology, Department of Mechanical and Industrial Engineering, Tallinn, Estonia",403,0.3142857142857143
Introduction of a comprehensive Structure Model for the Digital Twin in Manufacturing,"The discussion about the term ""Digital Twin""and its associated concepts has expanded remarkably in the scientific community in recent years. In the context of industrial production, the Digital Twin refers to a holistic, linked, virtual representation of a physical entity. The spectrum of these entities ranges from individual products to specific manufacturing processes up to complex automated production systems. Due to this diversity, many authors offer different interpretations of the topic, resulting in a wide range of use case-specific models. However, a common meta-model that integrates and classifies the different aspects is still to be presented. Starting with a brief overview of developments in recent years, this paper introduces a novel Digital Twin Structure Model in the context of manufacturing. After providing an overview and explanation of the dimensions, functionality and coupling of the Digital Twin in relation to its surroundings, specific Digital Twin realizations are characterized and compared using the proposed structure model. © 2020 IEEE.",2020,Digital twin Factory automation Automated production systems Industrial production Manufacturing process Meta model Scientific community Structure modeling Twin structure Virtual representations ManufactureDigital Twin Industry 4.0 Product Lifecycle Management Reference Model,academic,"Friedrich-Alexander-University Erlangen-Nuremberg (FAU), Institute for Factory Automation and Production Systems (FAPS), Erlangen, Germany",403,0.26666666666666666
Developing a Framework for Scoping Digital Twins in the Process Manufacturing Industry,"The process of scoping Digital Twin projects can prove to be daunting for process manufacturing companies, given the novelty of the concept and the broad range of technologies upon which it is built. The current literature lacks research on the process of scoping Digital Twins in a process manufacturing context. The present paper addresses this gap by introducing a framework for scoping Digital Twins in the process manufacturing industry. The framework is based on the existing literature and on the experience gained at an international process manufacturing company. The proposed framework is designed to address the key challenges that companies in the process manufacturing industry need to face when scoping Digital Twin projects. Therefore, the framework is structured into four points: (1) Identification of key stakeholders and their requirements, (2) Building blocks definition, (3) Selection of asset to twin, and (4) Use cases development. By addressing these points, the time and resources required to develop a Digital Twin can be significantly reduced. © 2020 The authors and IOS Press.",2020,Digital twin Manufacture Building blockes Four-point Process manufacturing Process manufacturing industries Scoping Industrial researchDigital Twin Framework Industry 4.0 Scoping,academic,"Department of Technology, Management and Economics, Technical University of Denmark, Kongens Lyngby, Denmark",403,0.3157894736842105
Transfer learning for the design of a digital twins-based automatic relay production line,"At present, the world is experiencing a new round of scientific and technological revolution and industrial transformation. It has entered a historic intersection with the transformation and upgrading of the manufacturing industry, bringing new opportunities to the industry. Digital twins are considered as an effective way to realize the interaction and integration of the manufacturing physical world and the information world, attracting great attention from the relevant academic and business sectors at home and abroad. Specifically, they use virtual models and simulation technology to design industrial production lines and predict the future operation of equipment, which contributes to the efficient operation of intelligent production processes. Nonetheless, the key learning problem of accurate modeling should be solved, so as to adapt to the random and dynamic changes in industrial equipment design. Transfer learning, an innovative learning paradigm in machine learning, is developed to solve challenging learning problems with only a few or no labelled samples in the target field. © Published under licence by IOP Publishing Ltd.",2020,Digital twin E-learning Learning systems Manufacture Industrial equipment design Industrial production lines Industrial transformations Innovative learning Manufacturing industries Production process Simulation technologies Technological revolution Transfer learning,academic,"Guangdong Institute of Intelligent Manufacturing, Guangdong Key Laboratory of Modern Control Technology, Guangzhou, 510070, China; Cloud Computing Center, Chinese Academy of Sciences, Dongguan, 523808, China",403,0.23076923076923078
A Requirements Driven Digital Twin Framework: Specification and Opportunities,"Among the tenets of Smart Manufacturing (SM) or Industry 4.0 (I4.0), digital twin (DT), which represents the capabilities of virtual representations of components and systems, has been cited as the biggest technology trend disrupting engineering and design today. DTs have been in use for years in areas such as model-based process control and predictive maintenance, however moving forward a framework is needed that will support the expected pervasiveness of DT technology in the evolution of SM or I4.0. A set of requirements for a DT framework has been derived from analysis of DT definitions, DTs in use today, expected DT applications in the near future, and longer-term DT trends and the DT vision in SM. These requirements include elements of re-usability, interoperability, interchangeability, maintainability, extensibility, and autonomy across the entire DT lifecycle. A baseline framework for DT technology has been developed that addresses many aspects of these requirements and enables the addressing of the requirements more fully through additional specification. The baseline framework includes a definition of a DT and an object-oriented (O-O) architecture for DTs that defines generalization, aggregation and instantiation of DT classes. Case studies using and extending the baseline framework illustrate its advantages in supporting DT solutions and trends in SM. © 2013 IEEE.",2020,Life cycle Specifications Case-studies Model based process control Object oriented Smart manufacturing Technology trends Virtual representations Digital twinDigital twin industry 40 modeling prediction smart manufacturing,academic,"Department of Mechanical Engineering, University of Michigan, Ann Arbor, 48109, MI, United States",403,0.2
Simulation Models of Production Plants as a Tool for Implementation of the Digital Twin Concept into Production,"The aim of the paper is to introduce the digital twin concept as part of the Industry 4.0 strategy. In the form of a case study, the procedure and outputs of the simulation of a specific production plant together with its intermediate storage and output for the next plant are presented. In the research part is presented a simulation model of production lines and intermediate stock with material flow representation. At the beginning of the research the analysis of production and logistics processes was carried out. The next part describes the programming methods used to record and redirect material flows between individual lines and stock. The simulation method using simulated production line models enables the digitization of dynamic production processes in enterprises. We expect that in the coming years there will be an increase in demand for the creation of simulation models of production systems in modern manufacturing companies that will try to implement the Industry 4.0 strategy and thus increase their competitiveness. © 2020 Manufacturing Technology. All rights reserved.",2020,Competition Industry 4.0 Dynamic production Intermediate storage Logistics process Manufacturing companies Production line Production plant Production system Simulation model Digital twinDigital Twin Industry 4.0 Material Flow Method of Simulation Production Plant,academic,"Faculty of Technology, Technical University in Zvolen, Studentská 26, Zvolen, 960 01, Slovakia; Faculty of Production Technology and Management, J. E. Purkyne University, Pasteurova 3334/7, Usti nad Labem, 400 01, Czech Republic",403,0.3225806451612903
Application of the Digital Twin Concept to Solve the Monitoring Task of Machine-Building Technological Process,"The digital twin (DT) of a process is a prospective tool for designing modern digital productions based on the Industry 4.0 concept. The development of technological process (TP) DT provides a large amount of data acquisition connected with product processing into a single information structure. The structure may contain the values of different technological parameters and the workshop's utilized resources data. From this point of view, the monitoring of machine-building TP can be implemented and based on the DT process. The development of this approach was the purpose of the research. The scientific publication analysis showed the approach under consideration is relevant and insufficiently developed from a scientific point of view. The authors propose the structure of TP DT for high variety low volume machine-building production in this paper. The possibility of its application for the majority of these types of production is proved. An algorithm for solving the TP monitoring task based on the DT process is described. © 2019 IEEE.",2019,Data acquisition Models Monitoring Digital production digital twin Machine building Production automation Technological process Automationdigital production digital twin machine-building production modelling monitoring production automation technological process,academic,"MIREA, Russian Technological University, Moscow, Russian Federation",403,0.34615384615384615
Digital Twins in Manufacturing,"Abstract: The concept of a digital twin is analyzed. It is shown that digital twins may be used in monitoring the manufacturing process. The digital twin of a technological process is defined. A design method is proposed for such digital twins. An approach to describing a multifunctional production process is outlined. An algorithm is proposed for the monitoring of manufacturing processes on the basis of digital twins. © 2019, Allerton Press, Inc.",2019,Industry 4.0 Life cycle Manufacture Monitoring Design method Digital production Industrial automation Manufacturing process Production process Technological process Digital twindigital production digital twin industrial automation Industry 4.0 life cycle manufacturing monitoring technological process,academic,"MIREA—Russian Technological University, Moscow, Russian Federation",403,0.30303030303030304
Contribution to the development of a Digital Twin based on product lifecycle to support the manufacturing process,"The current manufacture challenges are closely linked to the aim of digitalizing the product, the process and the means of production. In such aspects, information about the production processes is available in real-time, allowing managers to act on digital models and, through them, apply decisions in real systems. Thus, having a mirror model or a Digital Twin enables real-time absorption, simulation and implementation of manufacturing variations from the real environment, allowing faster detection of physical problems, and faster production response. The Digital Twin is a virtual representation of the physical system, which is equipped with sensors and actuators and feed the digital system, where the monitoring of data and simulation of variations, for instance, take place. From the synchronized interactions of both components, it is possible to deliver the mentioned faster production responses. Brazilian and German universities joined efforts to develop a Digital Twin based on product lifecycle to support the Manufacturing Process to address these challenges. The proposed Digital Twin seeks to integrate the product twin and the twin of its development process. It shall represent the manufacturing process, enabling the monitoring and optimization of the real production process. The Digital Twin itself is addressed as a product inside the production system and, therefore, its development process will follow the product lifecycle perspective, from the conception and planning to its implementation and usage. The Digital Twin will be further improved with the introduction of Artificial Intelligence tools, characterizing a Smart Digital Twin of the Manufacturing Process. Thus, this paper aims to present the concepts of a research project that is being developed in a joint Brazilian-German Cooperative Research. © 2019 The Authors. Published by Elsevier B.V.",2019,Artificial intelligence Digital twin Manufacture Monitoring Real time systems Artificial intelligence tools Development process Digitalization Manufacturing process Manufacturing Variation Real-time absorption Sensors and actuators Virtual representations Life cycleDevelopment Process Digital Twin Digitalization Manufacturing Process,academic,"Lab. for Computer Integrated Design and Manufacturing, Methodist University of Piracicaba, Rod. Luis Ometto, km 24, Santa Bárbara d‘Oeste, Brazil; Fachgebiet Datenverarbeitung in der Konstruktion, Technische Universität Darmstadt, Otto-Berndt-Straße 2, Darmstadt, 64287, Germany; Laboratório de Gestão da Inovação, Universidade de São Paulo, Av. Prof. Luciano Gualberto, São Paulo, 380, Brazil",403,0.23529411764705882
